% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	Nprb
4.611	1	3	462	2	1	1	217	0	0	47
4.611	1	1	462	2	2	15	1692	0	0	47
4.612	1	1	462	3	2	15	1692	0	0	47
4.612	1	3	462	3	1	1	217	0	0	47
4.613	1	3	462	4	1	1	217	0	0	47
4.613	1	1	462	4	2	15	1692	0	0	47
4.614	1	3	462	5	1	1	453	0	0	98
4.615	1	3	462	6	1	1	453	0	0	98
4.616	1	3	462	7	1	1	453	0	0	98
4.617	1	3	462	8	1	1	453	0	0	98
4.618	1	3	462	9	1	1	453	0	0	98
4.619	1	3	462	10	1	5	1095	0	0	98
4.62	1	3	463	1	1	5	1095	0	0	98
4.621	1	3	463	2	1	5	1095	0	0	98
4.622	1	3	463	3	1	5	1095	0	0	98
4.623	1	3	463	4	1	5	1095	0	0	98
4.624	1	3	463	5	1	1	453	0	0	98
4.625	1	3	463	6	1	1	453	0	0	98
4.626	1	3	463	7	1	1	453	0	0	98
4.627	1	3	463	8	1	1	453	0	0	98
4.628	1	3	463	9	1	1	453	0	0	98
4.629	1	3	463	10	1	5	1095	0	0	98
4.63	1	3	464	1	1	5	1095	0	0	98
4.631	1	2	464	2	3	20	2385	0	0	48
4.631	1	3	464	2	1	5	533	0	0	48
4.632	1	2	464	3	3	20	2385	0	0	48
4.632	1	3	464	3	1	5	533	0	0	48
4.633	1	3	464	4	1	5	533	0	0	48
4.633	1	2	464	4	3	20	2385	0	0	48
4.634	1	2	464	5	3	25	3422	0	0	47
4.634	1	3	464	5	1	1	217	0	0	47
4.635	1	2	464	6	3	25	3422	0	0	47
4.635	1	3	464	6	1	1	217	0	0	47
4.636	1	3	464	7	1	1	217	0	0	47
4.636	1	2	464	7	3	25	3422	0	0	47
4.637	1	2	464	8	3	25	3422	0	0	47
4.637	1	3	464	8	1	1	217	0	0	47
4.638	1	2	464	9	3	25	3422	0	0	47
4.638	1	3	464	9	1	1	217	0	0	47
4.639	1	3	464	10	1	5	533	0	0	48
4.639	1	2	464	10	3	20	2385	0	0	48
4.64	1	2	465	1	3	20	2385	0	0	48
4.64	1	3	465	1	1	5	533	0	0	48
4.641	1	2	465	2	3	25	3422	0	0	47
4.641	1	3	465	2	1	5	533	0	0	48
4.642	1	3	465	3	1	5	533	0	0	48
4.642	1	2	465	3	3	25	3422	0	0	47
4.643	1	2	465	4	3	20	2385	0	0	48
4.643	1	3	465	4	1	5	533	0	0	48
4.644	1	2	465	5	3	20	2385	0	0	48
4.644	1	3	465	5	1	5	533	0	0	48
4.645	1	3	465	6	1	5	533	0	0	48
4.645	1	2	465	6	3	20	2385	0	0	48
4.646	1	2	465	7	3	20	2385	0	0	48
4.646	1	3	465	7	1	5	533	0	0	48
4.647	1	2	465	8	3	20	2385	0	0	48
4.647	1	3	465	8	1	5	533	0	0	48
4.648	1	3	465	9	1	5	533	0	0	48
4.648	1	2	465	9	3	20	2385	0	0	48
4.649	1	2	465	10	3	20	2385	0	0	48
4.649	1	3	465	10	1	1	217	0	0	47
4.65	1	2	466	1	3	20	2385	0	0	48
4.65	1	3	466	1	1	1	217	0	0	47
4.651	1	3	466	2	1	1	217	0	0	47
4.651	1	2	466	2	3	20	2385	0	0	48
4.652	1	2	466	3	3	20	2385	0	0	48
4.652	1	3	466	3	1	1	217	0	0	47
4.653	1	2	466	4	3	25	3422	0	0	47
4.653	1	3	466	4	1	1	217	0	0	47
4.654	1	3	466	5	1	5	533	0	0	48
4.654	1	2	466	5	3	25	3422	0	0	47
4.655	1	3	466	6	1	1	453	0	0	98
4.656	1	3	466	7	1	1	453	0	0	98
4.657	1	3	466	8	1	1	453	0	0	98
4.658	1	3	466	9	1	1	453	0	0	98
4.659	1	3	466	10	1	1	453	0	0	98
4.66	1	3	467	1	1	1	453	0	0	98
4.661	1	3	467	2	1	1	453	0	0	98
4.662	1	1	467	3	2	10	935	0	0	47
4.662	1	3	467	3	1	1	217	0	0	47
4.663	1	3	467	4	1	1	217	0	0	47
4.663	1	1	467	4	2	10	935	0	0	47
4.664	1	3	467	5	1	1	217	0	0	47
4.664	1	1	467	5	2	10	935	0	0	47
4.665	1	1	467	6	2	10	935	0	0	47
4.665	1	3	467	6	1	5	533	0	0	48
4.666	1	3	467	7	1	5	533	0	0	48
4.666	1	1	467	7	2	10	935	0	0	47
4.667	1	3	467	8	1	5	533	0	0	48
4.667	1	1	467	8	2	10	935	0	0	47
4.668	1	1	467	9	2	15	1692	0	0	47
4.668	1	3	467	9	1	5	533	0	0	48
4.669	1	3	467	10	1	5	533	0	0	48
4.669	1	1	467	10	2	15	1692	0	0	47
4.67	1	3	468	1	1	1	217	0	0	47
4.67	1	1	468	1	2	15	1692	0	0	47
4.671	1	1	468	2	2	15	1692	0	0	47
4.671	1	3	468	2	1	1	217	0	0	47
4.672	1	3	468	3	1	1	217	0	0	47
4.672	1	1	468	3	2	15	1692	0	0	47
4.673	1	3	468	4	1	1	217	0	0	47
4.673	1	1	468	4	2	10	935	0	0	47
4.674	1	1	468	5	2	10	935	0	0	47
4.674	1	3	468	5	1	1	217	0	0	47
4.675	1	3	468	6	1	5	533	0	0	48
4.675	1	1	468	6	2	10	935	0	0	47
4.676	1	3	468	7	1	5	533	0	0	48
4.676	1	1	468	7	2	10	935	0	0	47
4.677	1	1	468	8	2	10	935	0	0	47
4.677	1	3	468	8	1	5	533	0	0	48
4.678	1	3	468	9	1	5	533	0	0	48
4.678	1	1	468	9	2	10	935	0	0	47
4.679	1	3	468	10	1	5	533	0	0	48
4.679	1	1	468	10	2	10	935	0	0	47
4.68	1	1	469	1	2	10	935	0	0	47
4.68	1	3	469	1	1	1	217	0	0	47
4.681	1	3	469	2	1	1	217	0	0	47
4.681	1	1	469	2	2	10	935	0	0	47
4.682	1	3	469	3	1	1	217	0	0	47
4.682	1	1	469	3	2	10	935	0	0	47
4.683	1	1	469	4	2	10	935	0	0	47
4.683	1	3	469	4	1	1	217	0	0	47
4.684	1	3	469	5	1	1	217	0	0	47
4.684	1	1	469	5	2	10	935	0	0	47
4.685	1	3	469	6	1	5	533	0	0	48
4.685	1	1	469	6	2	10	935	0	0	47
4.686	1	1	469	7	2	10	935	0	0	47
4.686	1	3	469	7	1	5	533	0	0	48
4.687	1	3	469	8	1	5	533	0	0	48
4.687	1	1	469	8	2	10	935	0	0	47
4.688	1	3	469	9	1	5	533	0	0	48
4.688	1	1	469	9	2	15	1692	0	0	47
4.689	1	1	469	10	2	15	1692	0	0	47
4.689	1	3	469	10	1	5	533	0	0	48
4.69	1	3	470	1	1	5	533	0	0	48
4.69	1	1	470	1	2	15	1692	0	0	47
4.691	1	3	470	2	1	5	533	0	0	48
4.691	1	1	470	2	2	15	1692	0	0	47
4.692	1	1	470	3	2	15	1692	0	0	47
4.692	1	3	470	3	1	5	533	0	0	48
4.693	1	3	470	4	1	5	533	0	0	48
4.693	1	1	470	4	2	15	1692	0	0	47
4.694	1	3	470	5	1	5	533	0	0	48
4.694	1	1	470	5	2	15	1692	0	0	47
4.695	1	1	470	6	2	15	1692	0	0	47
4.695	1	3	470	6	1	1	217	0	0	47
4.696	1	3	470	7	1	1	217	0	0	47
4.696	1	1	470	7	2	15	1692	0	0	47
4.697	1	3	470	8	1	1	217	0	0	47
4.697	1	1	470	8	2	15	1692	0	0	47
4.698	1	1	470	9	2	10	935	0	0	47
4.698	1	3	470	9	1	1	217	0	0	47
4.699	1	3	470	10	1	1	217	0	0	47
4.699	1	1	470	10	2	10	935	0	0	47
4.7	1	3	471	1	1	5	533	0	0	48
4.7	1	1	471	1	2	10	935	0	0	47
4.701	1	1	471	2	2	10	935	0	0	47
4.701	1	3	471	2	1	1	217	0	0	47
4.702	1	3	471	3	1	1	217	0	0	47
4.702	1	1	471	3	2	10	935	0	0	47
4.703	1	3	471	4	1	1	217	0	0	47
4.703	1	1	471	4	2	15	1692	0	0	47
4.704	1	1	471	5	2	15	1692	0	0	47
4.704	1	3	471	5	1	1	217	0	0	47
4.705	1	3	471	6	1	1	217	0	0	47
4.705	1	1	471	6	2	15	1692	0	0	47
4.706	1	3	471	7	1	1	217	0	0	47
4.706	1	1	471	7	2	15	1692	0	0	47
4.707	1	1	471	8	2	15	1692	0	0	47
4.707	1	3	471	8	1	1	217	0	0	47
4.708	1	3	471	9	1	1	217	0	0	47
4.708	1	1	471	9	2	10	935	0	0	47
4.709	1	3	471	10	1	1	217	0	0	47
4.709	1	1	471	10	2	10	935	0	0	47
4.71	1	1	472	1	2	10	935	0	0	47
4.71	1	3	472	1	1	1	217	0	0	47
4.711	1	3	472	2	1	5	533	0	0	48
4.711	1	1	472	2	2	10	935	0	0	47
4.712	1	3	472	3	1	5	533	0	0	48
4.712	1	1	472	3	2	15	1692	0	0	47
4.713	1	1	472	4	2	15	1692	0	0	47
4.713	1	3	472	4	1	5	533	0	0	48
4.714	1	3	472	5	1	5	1095	0	0	98
4.715	1	3	472	6	1	5	1095	0	0	98
4.716	1	3	472	7	1	1	453	0	0	98
4.717	1	3	472	8	1	1	453	0	0	98
4.718	1	3	472	9	1	1	453	0	0	98
4.719	1	3	472	10	1	1	453	0	0	98
4.72	1	3	473	1	1	1	453	0	0	98
4.721	1	3	473	2	1	5	1095	0	0	98
4.722	1	3	473	3	1	5	1095	0	0	98
4.723	1	3	473	4	1	5	1095	0	0	98
4.724	1	3	473	5	1	5	1095	0	0	98
4.725	1	3	473	6	1	5	1095	0	0	98
4.726	1	3	473	7	1	1	453	0	0	98
4.727	1	3	473	8	1	1	453	0	0	98
4.728	1	2	473	9	3	20	2385	0	0	48
4.728	1	3	473	9	1	1	217	0	0	47
4.729	1	2	473	10	3	20	2385	0	0	48
4.729	1	3	473	10	1	1	217	0	0	47
4.73	1	3	474	1	1	1	217	0	0	47
4.73	1	2	474	1	3	20	2385	0	0	48
4.731	1	2	474	2	3	20	2385	0	0	48
4.731	1	3	474	2	1	5	533	0	0	48
4.732	1	2	474	3	3	25	3422	0	0	47
4.732	1	3	474	3	1	5	533	0	0	48
4.733	1	3	474	4	1	5	533	0	0	48
4.733	1	2	474	4	3	25	3422	0	0	47
4.734	1	2	474	5	3	25	3422	0	0	47
4.734	1	3	474	5	1	5	533	0	0	48
4.735	1	2	474	6	3	25	3422	0	0	47
4.735	1	3	474	6	1	5	533	0	0	48
4.736	1	3	474	7	1	5	533	0	0	48
4.736	1	2	474	7	3	25	3422	0	0	47
4.737	1	2	474	8	3	20	2385	0	0	48
4.737	1	3	474	8	1	5	533	0	0	48
4.738	1	2	474	9	3	20	2385	0	0	48
4.738	1	3	474	9	1	5	533	0	0	48
4.739	1	3	474	10	1	5	533	0	0	48
4.739	1	2	474	10	3	25	3422	0	0	47
4.74	1	2	475	1	3	25	3422	0	0	47
4.74	1	3	475	1	1	5	533	0	0	48
4.741	1	2	475	2	3	20	2385	0	0	48
4.741	1	3	475	2	1	1	217	0	0	47
4.742	1	3	475	3	1	1	217	0	0	47
4.742	1	2	475	3	3	20	2385	0	0	48
4.743	1	2	475	4	3	20	2385	0	0	48
4.743	1	3	475	4	1	1	217	0	0	47
4.744	1	2	475	5	3	20	2385	0	0	48
4.744	1	3	475	5	1	1	217	0	0	47
4.745	1	3	475	6	1	1	217	0	0	47
4.745	1	2	475	6	3	20	2385	0	0	48
4.746	1	2	475	7	3	20	2385	0	0	48
4.746	1	3	475	7	1	5	533	0	0	48
4.747	1	2	475	8	3	20	2385	0	0	48
4.747	1	3	475	8	1	1	217	0	0	47
4.748	1	3	475	9	1	1	217	0	0	47
4.748	1	2	475	9	3	20	2385	0	0	48
4.749	1	2	475	10	3	20	2385	0	0	48
4.749	1	3	475	10	1	1	217	0	0	47
4.75	1	2	476	1	3	20	2385	0	0	48
4.75	1	3	476	1	1	1	217	0	0	47
4.751	1	3	476	2	1	1	217	0	0	47
4.751	1	2	476	2	3	25	3422	0	0	47
4.752	1	3	476	3	1	1	453	0	0	98
4.753	1	3	476	4	1	1	453	0	0	98
4.754	1	3	476	5	1	1	453	0	0	98
4.755	1	3	476	6	1	1	453	0	0	98
4.756	1	3	476	7	1	1	453	0	0	98
4.757	1	3	476	8	1	5	1095	0	0	98
4.758	1	3	476	9	1	5	1095	0	0	98
4.759	1	3	476	10	1	5	1095	0	0	98
4.76	1	1	477	1	2	10	935	0	0	47
4.76	1	3	477	1	1	5	533	0	0	48
4.761	1	3	477	2	1	5	533	0	0	48
4.761	1	1	477	2	2	10	935	0	0	47
4.762	1	3	477	3	1	1	217	0	0	47
4.762	1	1	477	3	2	15	1692	0	0	47
4.763	1	1	477	4	2	15	1692	0	0	47
4.763	1	3	477	4	1	1	217	0	0	47
4.764	1	3	477	5	1	1	217	0	0	47
4.764	1	1	477	5	2	15	1692	0	0	47
4.765	1	3	477	6	1	1	217	0	0	47
4.765	1	1	477	6	2	15	1692	0	0	47
4.766	1	1	477	7	2	15	1692	0	0	47
4.766	1	3	477	7	1	1	217	0	0	47
4.767	1	3	477	8	1	5	533	0	0	48
4.767	1	1	477	8	2	10	935	0	0	47
4.768	1	3	477	9	1	5	533	0	0	48
4.768	1	1	477	9	2	10	935	0	0	47
4.769	1	1	477	10	2	10	935	0	0	47
4.769	1	3	477	10	1	5	533	0	0	48
4.77	1	3	478	1	1	5	533	0	0	48
4.77	1	1	478	1	2	10	935	0	0	47
4.771	1	3	478	2	1	5	533	0	0	48
4.771	1	1	478	2	2	15	1692	0	0	47
4.772	1	1	478	3	2	15	1692	0	0	47
4.772	1	3	478	3	1	1	217	0	0	47
4.773	1	3	478	4	1	1	217	0	0	47
4.773	1	1	478	4	2	15	1692	0	0	47
4.774	1	3	478	5	1	1	217	0	0	47
4.774	1	1	478	5	2	15	1692	0	0	47
4.775	1	1	478	6	2	15	1692	0	0	47
4.775	1	3	478	6	1	1	217	0	0	47
4.776	1	3	478	7	1	1	217	0	0	47
4.776	1	1	478	7	2	10	935	0	0	47
4.777	1	3	478	8	1	5	533	0	0	48
4.777	1	1	478	8	2	10	935	0	0	47
4.778	1	1	478	9	2	10	935	0	0	47
4.778	1	3	478	9	1	5	533	0	0	48
4.779	1	3	478	10	1	5	533	0	0	48
4.779	1	1	478	10	2	10	935	0	0	47
4.78	1	3	479	1	1	5	533	0	0	48
4.78	1	1	479	1	2	10	935	0	0	47
4.781	1	1	479	2	2	10	935	0	0	47
4.781	1	3	479	2	1	5	533	0	0	48
4.782	1	3	479	3	1	5	533	0	0	48
4.782	1	1	479	3	2	10	935	0	0	47
4.783	1	3	479	4	1	5	533	0	0	48
4.783	1	1	479	4	2	10	935	0	0	47
4.784	1	1	479	5	2	10	935	0	0	47
4.784	1	3	479	5	1	5	533	0	0	48
4.785	1	3	479	6	1	5	533	0	0	48
4.785	1	1	479	6	2	10	935	0	0	47
4.786	1	3	479	7	1	5	533	0	0	48
4.786	1	1	479	7	2	15	1692	0	0	47
4.787	1	1	479	8	2	15	1692	0	0	47
4.787	1	3	479	8	1	1	217	0	0	47
4.788	1	3	479	9	1	1	217	0	0	47
4.788	1	1	479	9	2	15	1692	0	0	47
4.789	1	3	479	10	1	1	217	0	0	47
4.789	1	1	479	10	2	15	1692	0	0	47
4.79	1	1	480	1	2	15	1692	0	0	47
4.79	1	3	480	1	1	1	217	0	0	47
4.791	1	3	480	2	1	1	217	0	0	47
4.791	1	1	480	2	2	10	935	0	0	47
4.792	1	3	480	3	1	5	533	0	0	48
4.792	1	1	480	3	2	10	935	0	0	47
4.793	1	1	480	4	2	10	935	0	0	47
4.793	1	3	480	4	1	1	217	0	0	47
4.794	1	3	480	5	1	1	217	0	0	47
4.794	1	1	480	5	2	10	935	0	0	47
4.795	1	3	480	6	1	1	217	0	0	47
4.795	1	1	480	6	2	10	935	0	0	47
4.796	1	1	480	7	2	10	935	0	0	47
4.796	1	3	480	7	1	1	217	0	0	47
4.797	1	3	480	8	1	1	217	0	0	47
4.797	1	1	480	8	2	10	935	0	0	47
4.798	1	3	480	9	1	1	217	0	0	47
4.798	1	1	480	9	2	10	935	0	0	47
4.799	1	1	480	10	2	10	935	0	0	47
4.799	1	3	480	10	1	1	217	0	0	47
4.8	1	3	481	1	1	1	217	0	0	47
4.8	1	1	481	1	2	10	935	0	0	47
4.801	1	3	481	2	1	1	217	0	0	47
4.801	1	1	481	2	2	10	935	0	0	47
4.802	1	1	481	3	2	10	935	0	0	47
4.802	1	3	481	3	1	1	217	0	0	47
4.803	1	3	481	4	1	5	533	0	0	48
4.803	1	1	481	4	2	10	935	0	0	47
4.804	1	3	481	5	1	5	533	0	0	48
4.804	1	1	481	5	2	10	935	0	0	47
4.805	1	1	481	6	2	10	935	0	0	47
4.805	1	3	481	6	1	5	533	0	0	48
4.806	1	3	481	7	1	5	533	0	0	48
4.806	1	1	481	7	2	15	1692	0	0	47
4.807	1	3	481	8	1	5	533	0	0	48
4.807	1	1	481	8	2	15	1692	0	0	47
4.808	1	1	481	9	2	15	1692	0	0	47
4.808	1	3	481	9	1	1	217	0	0	47
4.809	1	3	481	10	1	1	217	0	0	47
4.809	1	1	481	10	2	15	1692	0	0	47
4.81	1	3	482	1	1	1	217	0	0	47
4.81	1	1	482	1	2	15	1692	0	0	47
4.811	1	1	482	2	2	15	1692	0	0	47
4.811	1	3	482	2	1	1	217	0	0	47
4.812	1	3	482	3	1	1	453	0	0	98
4.813	1	3	482	4	1	5	1095	0	0	98
4.814	1	3	482	5	1	5	1095	0	0	98
4.815	1	3	482	6	1	5	1095	0	0	98
4.816	1	3	482	7	1	5	1095	0	0	98
4.817	1	3	482	8	1	5	1095	0	0	98
4.818	1	3	482	9	1	1	453	0	0	98
4.819	1	3	482	10	1	1	453	0	0	98
4.82	1	3	483	1	1	1	453	0	0	98
4.821	1	3	483	2	1	1	453	0	0	98
4.822	1	3	483	3	1	1	453	0	0	98
4.823	1	3	483	4	1	5	1095	0	0	98
4.824	1	3	483	5	1	5	1095	0	0	98
4.825	1	2	483	6	3	20	2385	0	0	48
4.825	1	3	483	6	1	5	533	0	0	48
4.826	1	2	483	7	3	20	2385	0	0	48
4.826	1	3	483	7	1	5	533	0	0	48
4.827	1	3	483	8	1	5	533	0	0	48
4.827	1	2	483	8	3	20	2385	0	0	48
4.828	1	2	483	9	3	20	2385	0	0	48
4.828	1	3	483	9	1	5	533	0	0	48
4.829	1	2	483	10	3	20	2385	0	0	48
4.829	1	3	483	10	1	5	533	0	0	48
4.83	1	3	484	1	1	5	533	0	0	48
4.83	1	2	484	1	3	25	3422	0	0	47
4.831	1	2	484	2	3	25	3422	0	0	47
4.831	1	3	484	2	1	5	533	0	0	48
4.832	1	2	484	3	3	25	3422	0	0	47
4.832	1	3	484	3	1	5	533	0	0	48
4.833	1	3	484	4	1	1	217	0	0	47
4.833	1	2	484	4	3	25	3422	0	0	47
4.834	1	2	484	5	3	25	3422	0	0	47
4.834	1	3	484	5	1	1	217	0	0	47
4.835	1	2	484	6	3	20	2385	0	0	48
4.835	1	3	484	6	1	1	217	0	0	47
4.836	1	3	484	7	1	1	217	0	0	47
4.836	1	2	484	7	3	20	2385	0	0	48
4.837	1	2	484	8	3	25	3422	0	0	47
4.837	1	3	484	8	1	1	217	0	0	47
4.838	1	2	484	9	3	25	3422	0	0	47
4.838	1	3	484	9	1	5	533	0	0	48
4.839	1	3	484	10	1	1	217	0	0	47
4.839	1	2	484	10	3	20	2385	0	0	48
4.84	1	2	485	1	3	20	2385	0	0	48
4.84	1	3	485	1	1	1	217	0	0	47
4.841	1	2	485	2	3	20	2385	0	0	48
4.841	1	3	485	2	1	1	217	0	0	47
4.842	1	3	485	3	1	1	217	0	0	47
4.842	1	2	485	3	3	20	2385	0	0	48
4.843	1	2	485	4	3	20	2385	0	0	48
4.843	1	3	485	4	1	1	217	0	0	47
4.844	1	2	485	5	3	20	2385	0	0	48
4.844	1	3	485	5	1	1	217	0	0	47
4.845	1	3	485	6	1	1	217	0	0	47
4.845	1	2	485	6	3	20	2385	0	0	48
4.846	1	2	485	7	3	20	2385	0	0	48
4.846	1	3	485	7	1	1	217	0	0	47
4.847	1	2	485	8	3	20	2385	0	0	48
4.847	1	3	485	8	1	1	217	0	0	47
4.848	1	3	485	9	1	1	217	0	0	47
4.848	1	2	485	9	3	20	2385	0	0	48
4.849	1	3	485	10	1	5	1095	0	0	98
4.85	1	3	486	1	1	5	1095	0	0	98
4.851	1	3	486	2	1	5	1095	0	0	98
4.852	1	3	486	3	1	5	1095	0	0	98
4.853	1	3	486	4	1	5	1095	0	0	98
4.854	1	3	486	5	1	1	453	0	0	98
4.855	1	3	486	6	1	1	453	0	0	98
4.856	1	3	486	7	1	1	453	0	0	98
4.857	1	3	486	8	1	1	453	0	0	98
4.858	1	1	486	9	2	10	935	0	0	47
4.858	1	3	486	9	1	1	217	0	0	47
4.859	1	3	486	10	1	5	533	0	0	48
4.859	1	1	486	10	2	10	935	0	0	47
4.86	1	3	487	1	1	5	533	0	0	48
4.86	1	1	487	1	2	10	935	0	0	47
4.861	1	1	487	2	2	10	935	0	0	47
4.861	1	3	487	2	1	5	533	0	0	48
4.862	1	3	487	3	1	5	533	0	0	48
4.862	1	1	487	3	2	10	935	0	0	47
4.863	1	3	487	4	1	5	533	0	0	48
4.863	1	1	487	4	2	10	935	0	0	47
4.864	1	1	487	5	2	10	935	0	0	47
4.864	1	3	487	5	1	1	217	0	0	47
4.865	1	3	487	6	1	1	217	0	0	47
4.865	1	1	487	6	2	15	1692	0	0	47
4.866	1	3	487	7	1	1	217	0	0	47
4.866	1	1	487	7	2	15	1692	0	0	47
4.867	1	1	487	8	2	15	1692	0	0	47
4.867	1	3	487	8	1	1	217	0	0	47
4.868	1	3	487	9	1	1	217	0	0	47
4.868	1	1	487	9	2	15	1692	0	0	47
4.869	1	3	487	10	1	5	533	0	0	48
4.869	1	1	487	10	2	15	1692	0	0	47
4.87	1	1	488	1	2	15	1692	0	0	47
4.87	1	3	488	1	1	5	533	0	0	48
4.871	1	3	488	2	1	5	533	0	0	48
4.871	1	1	488	2	2	15	1692	0	0	47
4.872	1	3	488	3	1	5	533	0	0	48
4.872	1	1	488	3	2	15	1692	0	0	47
4.873	1	1	488	4	2	15	1692	0	0	47
4.873	1	3	488	4	1	5	533	0	0	48
4.874	1	3	488	5	1	5	533	0	0	48
4.874	1	1	488	5	2	15	1692	0	0	47
4.875	1	3	488	6	1	5	533	0	0	48
4.875	1	1	488	6	2	10	935	0	0	47
4.876	1	1	488	7	2	10	935	0	0	47
4.876	1	3	488	7	1	5	533	0	0	48
4.877	1	3	488	8	1	5	533	0	0	48
4.877	1	1	488	8	2	10	935	0	0	47
4.878	1	3	488	9	1	5	533	0	0	48
4.878	1	1	488	9	2	10	935	0	0	47
4.879	1	1	488	10	2	10	935	0	0	47
4.879	1	3	488	10	1	1	217	0	0	47
4.88	1	3	489	1	1	1	217	0	0	47
4.88	1	1	489	1	2	15	1692	0	0	47
4.881	1	3	489	2	1	1	217	0	0	47
4.881	1	1	489	2	2	15	1692	0	0	47
4.882	1	1	489	3	2	15	1692	0	0	47
4.882	1	3	489	3	1	1	217	0	0	47
4.883	1	3	489	4	1	1	217	0	0	47
4.883	1	1	489	4	2	15	1692	0	0	47
4.884	1	3	489	5	1	5	533	0	0	48
4.884	1	1	489	5	2	15	1692	0	0	47
4.885	1	1	489	6	2	10	935	0	0	47
4.885	1	3	489	6	1	1	217	0	0	47
4.886	1	3	489	7	1	1	217	0	0	47
4.886	1	1	489	7	2	10	935	0	0	47
4.887	1	3	489	8	1	1	217	0	0	47
4.887	1	1	489	8	2	10	935	0	0	47
4.888	1	1	489	9	2	10	935	0	0	47
4.888	1	3	489	9	1	1	217	0	0	47
4.889	1	3	489	10	1	1	217	0	0	47
4.889	1	1	489	10	2	15	1692	0	0	47
4.89	1	3	490	1	1	1	217	0	0	47
4.89	1	1	490	1	2	15	1692	0	0	47
4.891	1	1	490	2	2	15	1692	0	0	47
4.891	1	3	490	2	1	1	217	0	0	47
4.892	1	3	490	3	1	1	217	0	0	47
4.892	1	1	490	3	2	15	1692	0	0	47
4.893	1	3	490	4	1	1	217	0	0	47
4.893	1	1	490	4	2	15	1692	0	0	47
4.894	1	1	490	5	2	10	935	0	0	47
4.894	1	3	490	5	1	1	217	0	0	47
4.895	1	3	490	6	1	5	533	0	0	48
4.895	1	1	490	6	2	10	935	0	0	47
4.896	1	3	490	7	1	5	533	0	0	48
4.896	1	1	490	7	2	10	935	0	0	47
4.897	1	1	490	8	2	10	935	0	0	47
4.897	1	3	490	8	1	5	533	0	0	48
4.898	1	3	490	9	1	5	533	0	0	48
4.898	1	1	490	9	2	10	935	0	0	47
4.899	1	3	490	10	1	5	533	0	0	48
4.899	1	1	490	10	2	10	935	0	0	47
4.9	1	1	491	1	2	10	935	0	0	47
4.9	1	3	491	1	1	1	217	0	0	47
4.901	1	3	491	2	1	1	217	0	0	47
4.901	1	1	491	2	2	10	935	0	0	47
4.902	1	3	491	3	1	1	217	0	0	47
4.902	1	1	491	3	2	10	935	0	0	47
4.903	1	1	491	4	2	10	935	0	0	47
4.903	1	3	491	4	1	1	217	0	0	47
4.904	1	3	491	5	1	1	217	0	0	47
4.904	1	1	491	5	2	15	1692	0	0	47
4.905	1	3	491	6	1	5	533	0	0	48
4.905	1	1	491	6	2	15	1692	0	0	47
4.906	1	1	491	7	2	15	1692	0	0	47
4.906	1	3	491	7	1	5	533	0	0	48
4.907	1	3	491	8	1	5	533	0	0	48
4.907	1	1	491	8	2	15	1692	0	0	47
4.908	1	3	491	9	1	5	1095	0	0	98
4.909	1	3	491	10	1	5	1095	0	0	98
4.91	1	3	492	1	1	1	453	0	0	98
4.911	1	3	492	2	1	1	453	0	0	98
4.912	1	3	492	3	1	1	453	0	0	98
4.913	1	3	492	4	1	1	453	0	0	98
4.914	1	3	492	5	1	1	453	0	0	98
4.915	1	3	492	6	1	5	1095	0	0	98
4.916	1	3	492	7	1	5	1095	0	0	98
4.917	1	3	492	8	1	5	1095	0	0	98
4.918	1	3	492	9	1	5	1095	0	0	98
4.919	1	3	492	10	1	5	1095	0	0	98
4.92	1	3	493	1	1	5	1095	0	0	98
4.921	1	3	493	2	1	5	1095	0	0	98
4.922	1	2	493	3	3	25	3422	0	0	47
4.922	1	3	493	3	1	5	533	0	0	48
4.923	1	2	493	4	3	20	2385	0	0	48
4.923	1	3	493	4	1	5	533	0	0	48
4.924	1	3	493	5	1	5	533	0	0	48
4.924	1	2	493	5	3	20	2385	0	0	48
4.925	1	2	493	6	3	20	2385	0	0	48
4.925	1	3	493	6	1	1	217	0	0	47
4.926	1	2	493	7	3	20	2385	0	0	48
4.926	1	3	493	7	1	1	217	0	0	47
4.927	1	3	493	8	1	1	217	0	0	47
4.927	1	2	493	8	3	20	2385	0	0	48
4.928	1	2	493	9	3	25	3422	0	0	47
4.928	1	3	493	9	1	1	217	0	0	47
4.929	1	2	493	10	3	25	3422	0	0	47
4.929	1	3	493	10	1	1	217	0	0	47
4.93	1	3	494	1	1	5	533	0	0	48
4.93	1	2	494	1	3	25	3422	0	0	47
4.931	1	2	494	2	3	25	3422	0	0	47
4.931	1	3	494	2	1	1	217	0	0	47
4.932	1	2	494	3	3	25	3422	0	0	47
4.932	1	3	494	3	1	1	217	0	0	47
4.933	1	3	494	4	1	1	217	0	0	47
4.933	1	2	494	4	3	20	2385	0	0	48
4.934	1	2	494	5	3	20	2385	0	0	48
4.934	1	3	494	5	1	1	217	0	0	47
4.935	1	2	494	6	3	25	3422	0	0	47
4.935	1	3	494	6	1	1	217	0	0	47
4.936	1	3	494	7	1	1	217	0	0	47
4.936	1	2	494	7	3	25	3422	0	0	47
4.937	1	3	494	8	1	1	453	0	0	98
4.938	1	3	494	9	1	1	453	0	0	98
